ticker,ticker_sec,name,sector,weight,identifier,isin,asset_class,cik,sec_title,cik_status
CHTR,CHTR,CHARTER COMMUNICATIONS INC A,-,0.026299,16119P108,,,0001091667,"CHARTER COMMUNICATIONS, INC. /MO/",PRESENT
NDSN,NDSN,NORDSON CORP,-,0.025779,655663102,,,0000072331,NORDSON CORP,PRESENT
NVR,NVR,NVR INC,-,0.025685,62944T105,,,0000906163,NVR INC,PRESENT
GEN,GEN,GEN DIGITAL INC,-,0.025683,668771108,,,0000849399,Gen Digital Inc.,PRESENT
IEX,IEX,IDEX CORP,-,0.02558,45167R104,,,0000832101,IDEX CORP /DE/,PRESENT
LYB,LYB,LYONDELLBASELL INDU CL A,-,0.025493,N53745100,,,0001489393,LyondellBasell Industries N.V.,PRESENT
ZBRA,ZBRA,ZEBRA TECHNOLOGIES CORP CL A,-,0.025468,989207105,,,0000877212,ZEBRA TECHNOLOGIES CORP,PRESENT
WY,WY,WEYERHAEUSER CO,-,0.025278,962166104,,,0000106535,WEYERHAEUSER CO,PRESENT
BALL,BALL,BALL CORP,-,0.025258,058498106,,,0000009389,BALL Corp,PRESENT
KIM,KIM,KIMCO REALTY CORP,-,0.024169,49446R109,,,0000879101,KIMCO REALTY CORP,PRESENT
INVH,INVH,INVITATION HOMES INC,-,0.024072,46187W107,,,0001687229,Invitation Homes Inc.,PRESENT
ALB,ALB,ALBEMARLE CORP,-,0.024025,012653101,,,0000915913,ALBEMARLE CORP,PRESENT
BG,BG,BUNGE GLOBAL SA,-,0.02393,H11356104,,,0001996862,Bunge Global SA,PRESENT
AKAM,AKAM,AKAMAI TECHNOLOGIES INC,-,0.023866,00971T101,,,0001086222,AKAMAI TECHNOLOGIES INC,PRESENT
BBY,BBY,BEST BUY CO INC,-,0.02382,086516101,,,0000764478,BEST BUY CO INC,PRESENT
TYL,TYL,TYLER TECHNOLOGIES INC,-,0.023707,902252105,,,0000860731,TYLER TECHNOLOGIES INC,PRESENT
TSN,TSN,TYSON FOODS INC CL A,-,0.023296,902494103,,,0000100493,"TYSON FOODS, INC.",PRESENT
APA,APA,APA CORP,-,0.023054,03743Q108,,,0001841666,APA Corp,PRESENT
MAA,MAA,MID AMERICA APARTMENT COMM,-,0.02266,59522J103,,,0000912595,MID AMERICA APARTMENT COMMUNITIES INC.,PRESENT
SWK,SWK,STANLEY BLACK + DECKER INC,-,0.022643,854502101,,,0000093556,"STANLEY BLACK & DECKER, INC.",PRESENT
EG,EG,EVEREST GROUP LTD,-,0.022411,G3223R108,,,0001095073,"EVEREST GROUP, LTD.",PRESENT
MAS,MAS,MASCO CORP,-,0.022075,574599106,,,0000062996,MASCO CORP /DE/,PRESENT
IVZ,IVZ,INVESCO LTD,-,0.022011,G491BT108,,,0000914208,Invesco Ltd.,PRESENT
FDXF,FDXF,FEDEX FREIGHT HOLDING CO,-,0.021908,314352105,,,0002082247,"FedEx Freight Holding Company, Inc.",PRESENT
DOC,DOC,HEALTHPEAK PROPERTIES INC,-,0.02178,42250P103,,,0000765880,"HEALTHPEAK PROPERTIES, INC.",PRESENT
RVTY,RVTY,REVVITY INC,-,0.021701,714046109,,,0000031791,"REVVITY, INC.",PRESENT
SJM,SJM,JM SMUCKER CO/THE,-,0.021146,832696405,,,0000091419,J M SMUCKER Co,PRESENT
TXT,TXT,TEXTRON INC,-,0.021128,883203101,,,0000217346,TEXTRON INC,PRESENT
TRMB,TRMB,TRIMBLE INC,-,0.021119,896239100,,,0000864749,TRIMBLE INC.,PRESENT
AIZ,AIZ,ASSURANT INC,-,0.021118,04621X108,,,0001267238,"ASSURANT, INC.",PRESENT
HST,HST,HOST HOTELS + RESORTS INC,-,0.021112,44107P104,,,0001070750,"HOST HOTELS & RESORTS, INC.",PRESENT
CRL,CRL,CHARLES RIVER LABORATORIES,-,0.020986,159864107,,,0001100682,"CHARLES RIVER LABORATORIES INTERNATIONAL, INC.",PRESENT
MKC,MKC,MCCORMICK + CO NON VTG SHRS,-,0.020878,579780206,,,0000063754,MCCORMICK & CO INC,PRESENT
COO,COO,COOPER COS INC/THE,-,0.020665,216648501,,,0000711404,"COOPER COMPANIES, INC.",PRESENT
BAX,BAX,BAXTER INTERNATIONAL INC,-,0.020389,071813109,,,0000010456,BAXTER INTERNATIONAL INC,PRESENT
RL,RL,RALPH LAUREN CORP,-,0.020318,751212101,,,0001037038,RALPH LAUREN CORP,PRESENT
FOXA,FOXA,FOX CORP CLASS A,-,0.020309,35137L105,,,0001754301,Fox Corp,PRESENT
GL,GL,GLOBE LIFE INC,-,0.020265,37959E102,,,0000320335,GLOBE LIFE INC.,PRESENT
SOLV,SOLV,SOLVENTUM CORP,-,0.020257,83444M101,,,0001964738,Solventum Corp,PRESENT
AVY,AVY,AVERY DENNISON CORP,-,0.020124,053611109,,,0000008818,Avery Dennison Corp,PRESENT
IT,IT,GARTNER INC,-,0.020052,366651107,,,0000749251,GARTNER INC,PRESENT
ALLE,ALLE,ALLEGION PLC,-,0.019939,G0176J109,,,0001579241,Allegion plc,PRESENT
CSGP,CSGP,COSTAR GROUP INC,-,0.019796,22160N109,,,0001057352,"COSTAR GROUP, INC.",PRESENT
LVS,LVS,LAS VEGAS SANDS CORP,-,0.019745,517834107,,,0001300514,LAS VEGAS SANDS CORP,PRESENT
